# [Initialization Information]
# Instance: TSP|Tnm1000.tsp
# Swarm Params: N=500 Nact=-1 Topology=FullConnect Solver=STD_PRB_3Opt_REAX+SEAX:isAlpha=true
# Terminate Condition: T=500 Tcon=100
# Misc Params: DUP_TIMES=100 Tout=10
# 
# Topology: maosKernel.behavior.topology.FullConnectTopology|FullConnect
# R_T(AbsStateUpdater): maosKernel.behavior.update.BetterStateUpdater|R_T
# R_INI(AbsScratchSearch): maosKernel.behavior.scratch.LinkedScratchSearch|R_INI(scratchSearch=implement.TSP.behavior.construct.ReverseProbConstructor|R_SS(neighborEngine=implement.TSP.behavior.neighbor.NearNeighborManager|R_NN(Knni=20,Knnm=MAXI,costMatrix=implement.TSP.behavior.misc.CostMatrixHandler|R_COST(isAlpha=true,isPI=false))),incumbentSearch=implement.TSP.behavior.greedy.Basic3OPT|R_LS(bit_Ratio=0.0,neighborEngine=implement.TSP.behavior.neighbor.NearNeighborManager|R_NN(Knni=20,Knnm=MAXI,costMatrix=implement.TSP.behavior.misc.CostMatrixHandler|R_COST(isAlpha=true,isPI=false))))
# R_G(AbsMiniGenerator): maosKernel.behavior.generate.Switch2MGenerator|R_G(nScaleA=1.0,nScaleB=1.0,GeneratorA=maosKernel.behavior.generate.MiniSBILXGenerator|R_G1(statePicker=maosKernel.behavior.pick.RandStatePicker|RStatePicker,recombinationSearch=implement.TSP.behavior.combine.eax.RandEAXRecombinator|R_XS1(Cd=1.0,Nmtm=20,nABCycle=100,neighborEngine=implement.TSP.behavior.neighbor.NearNeighborManager|R_NN(Knni=20,Knnm=MAXI,costMatrix=implement.TSP.behavior.misc.CostMatrixHandler|R_COST(isAlpha=true,isPI=false)),joinType=0)),GeneratorB=maosKernel.behavior.generate.MiniSBILXGenerator|R_G2(statePicker=maosKernel.behavior.pick.RandStatePicker|RStatePicker,recombinationSearch=implement.TSP.behavior.combine.eax.SortEAXRecombinator|R_XS2(Cd=1.0,Nmtm=10,nABCycle=100,neighborEngine=implement.TSP.behavior.neighbor.NearNeighborManager|R_NN(Knni=20,Knnm=MAXI,costMatrix=implement.TSP.behavior.misc.CostMatrixHandler|R_COST(isAlpha=true,isPI=false)),joinType=0)))
# 
# [Runtime Information]
# EvalV/Time@NCycle
18157950/1.55831233 	18142701/1.951401379 	18140927/2.080957133 	18140927/2.181518988 	18140927/2.268471727 	18140927/2.349594044 	18140927/2.432832528 	18140927/2.508876251 	18140927/2.584104364 	18140927/2.657762873 	18140927/2.729193694 	18140927/2.802920678 	| 	18140927/2.05692096@18
18137533/35.403990177 	18137533/35.619528173 	18137390/35.801685713 	18137390/35.985284571 	18137390/36.128841039 	18137390/36.257249684 	18137390/36.386391152 	18137390/36.51015705 	18137390/36.634987603 	18137390/36.759299392 	18137390/36.886979724 	18137390/37.007061053 	| 	18137390/35.721469798@15
18137390/39.428731742 	18137390/39.693405699 	18137390/39.927588616 	18137390/40.099335522 	18137390/40.253326285 	18137390/40.40556017 	18137390/40.545499633 	18137390/40.677747326 	18137390/40.806820707 	18137390/40.938255316 	18137390/41.064000872 	18137390/41.188584858 	| 	18137390/35.721469798@15
18137390/43.322539697 	18137390/43.52933455 	18137390/43.726925217 	18137390/43.914290765 	18137390/44.09247571 	18137390/44.244460718 	18137390/44.380376488 	18137390/44.514200806 	18137390/44.658358389 	18137390/44.779793137 	18137390/44.894857146 	18137390/45.002349618 	18137390/45.111730619 	18137390/45.222488024 	18137390/45.335406031 	18137390/45.447230462 	18137390/45.561888359 	18137390/45.6721504 	| 	18137390/35.721469798@15
18137390/47.685221133 	18137390/47.900839085 	18137390/48.089280062 	18137390/48.266054907 	18137390/48.421872362 	18137390/48.560807903 	18137390/48.683085753 	18137390/48.80374975 	18137390/48.922006803 	18137390/49.035360669 	18137390/49.149059769 	18137390/49.264595344 	18137390/49.376609976 	18137390/49.490127937 	| 	18137390/35.721469798@15
18137390/51.531506987 	18137390/51.745579306 	18137390/51.998875726 	18137390/52.177213659 	18137390/52.331947088 	18137390/52.470167169 	18137390/52.598241538 	18137390/52.718086753 	18137390/52.829887161 	18137390/52.940619598 	18137390/53.045755372 	18137390/53.147824599 	18137390/53.250475533 	| 	18137390/35.721469798@15
18137390/55.305923947 	18137390/55.538816281 	18137390/55.802628625 	18137390/56.033528992 	18137390/56.214508845 	18137390/56.373614959 	18137390/56.519339184 	18137390/56.653057539 	18137390/56.785406598 	18137390/56.919550452 	18137390/57.041132437 	18137390/57.15728619 	| 	18137390/35.721469798@15
18137390/59.144366789 	18137390/59.342914442 	18137390/59.527964106 	18137390/59.670367922 	18137390/59.79038659 	18137390/59.909596628 	18137390/60.01774701 	18137390/60.117465478 	18137390/60.216817191 	18137390/60.313093791 	18137390/60.408090516 	18137390/60.504474513 	| 	18137390/35.721469798@15
18137390/62.450974907 	18137390/62.641401116 	18137390/62.799933962 	18137390/62.916827843 	18137390/63.013716917 	18137390/63.106594507 	18137390/63.198967903 	18137390/63.285568991 	18137390/63.371259944 	18137390/63.456649132 	18137390/63.539516747 	18137390/63.618335589 	| 	18137390/35.721469798@15
18137390/65.452332808 	18137390/65.642289786 	18137390/65.816691125 	18137390/65.953296034 	18137390/66.079412271 	18137390/66.206419432 	18137390/66.330880661 	18137390/66.453230449 	18137390/66.571611136 	18137390/66.68959848 	18137390/66.804689977 	18137390/66.920429422 	| 	18137390/35.721469798@15
18137390/68.785898724 	18137390/68.997837557 	18137390/69.183094344 	18137390/69.339224567 	18137390/69.496751982 	18137390/69.65042538 	18137390/69.799011225 	18137390/69.948630163 	18137390/70.091457608 	18137390/70.227489118 	18137390/70.357256779 	| 	18137390/35.721469798@15
18137390/72.417989897 	18137390/72.645792093 	18137390/72.92286724 	18137390/73.177302154 	18137390/73.416570914 	18137390/73.623328673 	18137390/73.775439818 	18137390/73.913257948 	18137390/74.055848667 	18137390/74.181796341 	18137390/74.297467851 	18137390/74.414183403 	18137390/74.533271979 	18137390/74.649653402 	18137390/74.773247664 	18137390/74.896535201 	| 	18137390/35.721469798@15
18137390/77.012396962 	18137390/77.213847413 	18137390/77.383080548 	18137390/77.522800884 	18137390/77.650499623 	18137390/77.773969436 	18137390/77.900745005 	18137390/78.027360437 	18137390/78.146916558 	18137390/78.265785476 	18137390/78.385670402 	18137390/78.5074936 	| 	18137390/35.721469798@15
18137390/80.533325737 	18137390/80.723641214 	18137390/80.927722388 	18137390/81.096202418 	18137390/81.229703391 	18137390/81.353944356 	18137390/81.47435253 	18137390/81.59226276 	18137390/81.705276597 	18137390/81.813957739 	18137390/81.921493953 	| 	18137390/35.721469798@15
18137390/83.987037349 	18137390/84.20327788 	18137390/84.416980694 	18137390/84.603231773 	18137390/84.757648731 	18137390/84.906667642 	18137390/85.047332888 	18137390/85.182845805 	18137390/85.31141632 	18137390/85.433035199 	18137390/85.54940517 	| 	18137390/35.721469798@15
18137390/87.608552217 	18137390/87.810779698 	18137390/88.002901243 	18137390/88.150031102 	18137390/88.28689363 	18137390/88.405614202 	18137390/88.523459338 	18137390/88.639156212 	18137390/88.749932085 	18137390/88.855476993 	18137390/88.961402795 	| 	18137390/35.721469798@15
18137390/91.053516083 	18137390/91.251469564 	18137390/91.429905243 	18137390/91.589926712 	18137390/91.716128841 	18137390/91.830491492 	18137390/91.94472111 	18137390/92.054799666 	18137390/92.161584355 	18137390/92.264379939 	18137390/92.365908074 	18137390/92.464984914 	18137390/92.566621066 	18137390/92.67053271 	18137390/92.771282604 	| 	18137390/35.721469798@15
18137390/94.785458083 	18137390/94.985063163 	18137390/95.162264073 	18137390/95.301239343 	18137390/95.441878609 	18137390/95.605233143 	18137390/95.72345741 	18137390/95.837159035 	18137390/95.948050474 	18137390/96.058677669 	18137390/96.167869231 	18137390/96.278288949 	18137390/96.380635054 	18137390/96.482395424 	18137390/96.58624444 	| 	18137390/35.721469798@15
18137390/98.522366685 	18137390/98.818446532 	18137390/99.124535275 	18137390/99.378421867 	18137390/99.598141458 	18137390/99.779453659 	18137390/99.971335033 	18137390/100.152260842 	18137390/100.343951398 	18137390/100.543952507 	18137390/100.72565541 	18137390/100.892338586 	| 	18137390/35.721469798@15
18137390/103.282817276 	18137390/103.518948706 	18137390/103.741960117 	18137390/103.884231487 	18137390/104.05088634 	18137390/104.165460112 	18137390/104.27776527 	18137390/104.391691716 	18137390/104.498396688 	18137390/104.592457583 	18137390/104.696877478 	18137390/104.808804674 	18137390/104.917560404 	| 	18137390/35.721469798@15
18137390/106.719124372 	18137390/106.897059941 	18137390/107.09921712 	18137390/107.246284058 	18137390/107.370145098 	18137390/107.478158117 	18137390/107.584984377 	18137390/107.70288601 	18137390/107.803964083 	18137390/107.899187997 	18137390/107.993099548 	18137390/108.088598152 	18137390/108.183169079 	18137390/108.278686929 	| 	18137390/35.721469798@15
18137390/110.039112936 	18137390/110.219261795 	18137390/110.385648292 	18137390/110.509812099 	18137390/110.628401372 	18137390/110.737314953 	18137390/110.845547505 	18137390/110.949300797 	18137390/111.049569416 	18137390/111.143892709 	18137390/111.237763165 	18137390/111.330478578 	18137390/111.422609895 	| 	18137390/35.721469798@15
18137390/113.155465865 	18137390/113.345225646 	18137390/113.551270787 	18137390/113.735372819 	18137390/113.880271447 	18137390/114.010959002 	18137390/114.140563796 	18137390/114.266073231 	18137390/114.389420158 	18137390/114.504493128 	18137390/114.613525769 	18137390/114.724774887 	18137390/114.828308531 	| 	18137390/35.721469798@15
18137390/116.551652627 	18137390/116.736781545 	18137390/116.921016323 	18137390/117.089176723 	
